url,label,kategori
http://www.70774.xyz/,phishing,Suspicious TLDs
http://www.70769.xyz/,phishing,Suspicious TLDs
http://usmatamesk_log5.godaddysites.com/,phishing,Mixed Content
http://sso-netcoins-ca-com--auth.webflow.io/,phishing,Mixed Content
http://movies-ui-liard.vercel.app/,phishing,Mixed Content
http://xfinitymain.vercel.app/,phishing,Mixed Content
https://kkscript.com/open/ig/3867733959370667911/DWs84s-APeH,phishing,Typosquatting
https://www.kkinstagram.com/reel/DWs84s-APeH,phishing,Typosquatting
http://roblx.me/s/XYRKtc,phishing,Mixed Content
http://lostpackagetracker.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Mixed Content
http://help--logie--kucuie.webflow.io/,phishing,Mixed Content
https://site-rq5m5et7b.godaddysites.com/,phishing,Typosquatting
http://www.site-rq5m5et7b.godaddysites.com/,phishing,Mixed Content
https://airbnb-dev.vercel.app/,phishing,Typosquatting
http://www.airbnb-dev.vercel.app/,phishing,Mixed Content
https://steemcommuunity.bet/18927153479/tradeoffers,phishing,Typosquatting
http://view-help---auth---bitmert--sso.webflow.io/,phishing,Mixed Content
https://www.robiox.com.py/users/134704267601/profile,phishing,Typosquatting
https://store.workshopvalvemods.com/sharedfiles/filesdetails/id=3368312736,phishing,Typosquatting
https://bridge-begin.wixstudio.com/us-en,phishing,Typosquatting
https://visit-trezous.wixstudio.com/us-en,phishing,Typosquatting
https://platform-startio.wixstudio.com/en-us,phishing,Typosquatting
https://alokkumar1212.github.io/Amazon-logo/,phishing,Typosquatting
https://kanxcode.github.io/stream-ui-demo/,phishing,Typosquatting
https://dpd.parcelstakvo.bond/com/,phishing,Typosquatting
https://dpd.parcelstahfz.bond/com/,phishing,Typosquatting
https://dpd.parcelstakug.bond/com/,phishing,Typosquatting
https://dpd.parcelstaklo.bond/com/,phishing,Typosquatting
https://dpd.parcelstaklr.bond/com/,phishing,Typosquatting
https://dpd.parcelstaklq.bond/com/,phishing,Typosquatting
https://dpd.parcelstaklx.bond/com/,phishing,Typosquatting
https://dpd.parcelstaklj.bond/com/,phishing,Typosquatting
https://dpd.parcelstakul.bond/com/,phishing,Typosquatting
https://dpd.parcelstakji.bond/com/,phishing,Typosquatting
https://dpd.parcelstakjq.bond/com/,phishing,Typosquatting
http://instagram-analytics.blogspot.com/,phishing,Mixed Content
http://www.instagram-analytics.blogspot.com/,phishing,Mixed Content
https://dpd.parcelstatuc.bond/com/,phishing,Typosquatting
https://dpd.parcelstagfa.bond/com/,phishing,Typosquatting
http://my-site-106788-101935.weeblysite.com/,phishing,Mixed Content
http://secure-app-e-kucoin-aap.webflow.io/,phishing,Mixed Content
https://dpd.parcelstatfp.bond/com/,phishing,Typosquatting
https://www.robiox.com.py/users/314746205857/profile,phishing,Typosquatting
https://cottoninkbeauty.net/,phishing,Typosquatting
https://postnord.dk.trackx.top/,phishing,Suspicious TLDs
http://t.gettrustpayment.live/,phishing,Mixed Content
https://f.gettrustpayment.live/,phishing,Typosquatting
http://i.gettrustpayment.live/,phishing,Mixed Content
https://z.gettrustpayment.live/,phishing,Typosquatting
https://v.gettrustpayment.live/,phishing,Typosquatting
https://d.gettrustpayment.live/,phishing,Typosquatting
http://c.gettrustpayment.live/,phishing,Mixed Content
https://j.gettrustpayment.live/,phishing,Typosquatting
http://n.gettrustpayment.live/,phishing,Mixed Content
https://r.gettrustpayment.live/,phishing,Typosquatting
https://block-filogenx.gitbook.io/,phishing,Typosquatting
http://wallethh--atomicc.webflow.io/,phishing,Mixed Content
https://kunal-w07.github.io/netflix-clone/,phishing,Typosquatting
https://roblox.com.py/users/6662140597/profile,phishing,Typosquatting
https://en.securebanking.com.sg/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Credential Harvesting
http://whatsappfcmobile.pages.dev/,phishing,Mixed Content
https://livewallethelpdesk.com/,phishing,Typosquatting
https://roblox.gs/catalog?CatalogContext=1&Keyword=,phishing,Typosquatting
https://verifiedmeme.pages.dev/wallet/assets/unpkg.com/f..@1.5.3/dist/index-2.html,phishing,Mixed Content
https://bridge-hub.wixstudio.com/en-us,phishing,Typosquatting
http://httpss-roblox.co/users/997900987/profile,phishing,Mixed Content
https://netflix-clone-azure-ten.vercel.app/,phishing,Typosquatting
https://www.robiox.com.py/users/301352583815/profile,phishing,Typosquatting
https://linkurl.pk/HXfeb-Ur,phishing,Typosquatting
https://roblox.com.py/communities/7018013091/,phishing,Typosquatting
http://www.is.gd/UfYiba/,phishing,URL Shorteners
https://roblox.com.py/users/2159431803/profile,phishing,Typosquatting
https://365756zxd.com/index_m.html,phishing,Typosquatting
https://roblox.com.py/communities/6725198347/,phishing,Typosquatting
https://instagram-home-page-clone.vercel.app/,phishing,Typosquatting
https://instalanding.vercel.app/,phishing,Typosquatting
https://vedavikasd.github.io/Amazon-Javascript-Project/,phishing,Typosquatting
https://rbxrewards.roblox-635.workers.dev/,phishing,Typosquatting
https://oei.028426.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Typosquatting
http://gemini-logoin.godaddysites.com/,phishing,Mixed Content
https://lgiinkuconn.webflow.io/,phishing,Typosquatting
https://ipfs.io/ipfs/bafkreif73y3altm73krdreakpmyu73ehkkgv67exp2kssx6wjq7va7li5u?eta=3mail@a.b.c0,phishing,Mixed Content
https://ademgucshop12pb.com/srbxzck/lzmgdrq/oqrgbka/tnde?uid=aaaa@example.jp,phishing,Mixed Content
https://vd0511.github.io/Netflix-clone/,phishing,Typosquatting
https://yuvarajsadam.github.io/netflix_clone/,phishing,Typosquatting
https://roblox.com.py/users/8081386220/profile,phishing,Typosquatting
https://kmpnymrkziprmsynnktasi.info/754890001/,phishing,Typosquatting
https://135461223.site/no/465/26ec23ea-4d06-4ecb-afe7-5f50e82a46ad/719893/x,phishing,Suspicious TLDs
https://netflix-clone-coral-delta.vercel.app/,phishing,Typosquatting
https://netzero-mail-update-0f8eff.webflow.io/,phishing,Credential Harvesting
https://www.netflix-clone-coral-delta.vercel.app/,phishing,Typosquatting
https://nicholneelapu.github.io/Netflix_clone/,phishing,Typosquatting
https://kaiser0207.github.io/HW3/,phishing,Typosquatting
https://dpd.parcelvector.cfd/com,phishing,Typosquatting
https://dpd.parceltranscore.cfd/com,phishing,Typosquatting
https://dpd.parcelservicecenter.cfd/com,phishing,Typosquatting
https://jexi-bank.vercel.app/,phishing,Typosquatting
https://swarna3108.github.io/project-3/,phishing,Typosquatting
https://dpd.parcelserviceupdate.cfd/com,phishing,Credential Harvesting
https://dpd.parcelsignaldesk.cfd/com,phishing,Typosquatting
https://dpd.parcelstreamer.cfd/com,phishing,Typosquatting
https://dpd.parcelroutesignal.cfd/com,phishing,Typosquatting
https://www.robiox.com.py/users/332514976343/profile,phishing,Typosquatting
https://www.robiox.com.py/users/451558666684/profile,phishing,Typosquatting
https://dpd.parcelnavigator.cfd/com,phishing,Typosquatting
https://dpd.parcelserviceport.cfd/com,phishing,Typosquatting
https://dpd.parcelgrid.cfd/com,phishing,Typosquatting
https://sweet-truth-af82.igtyitifweh.workers.dev/v3/termsandconditions,phishing,Typosquatting
https://dpd.parcelle.cfd/com,phishing,Typosquatting
https://dpd.parcelruniva.cfd/com,phishing,Typosquatting
https://dpd.parcelgridflow.cfd/com,phishing,Typosquatting
https://lmoriw-iekascma-oqmmcq-213-cmakwe-fgacsax.pages.dev/uadmin/bower_components/bootstrap/docs/4.0/examples/checkout/NetworkMerchants/pre_checkout.php/,phishing,Typosquatting
https://dpd.parceldirect.cfd/com,phishing,Typosquatting
https://netcoinlogi-network.webflow.io/,phishing,Typosquatting
https://dpd.parceldash.cfd/com,phishing,Typosquatting
https://dpd.parcelbay.cfd/com,phishing,Typosquatting
https://sac.webaccess-email.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Typosquatting
https://dpd.parcelcoreflow.cfd/com,phishing,Typosquatting
https://roblox.com.py/users/7077219865/profile,phishing,Typosquatting
https://netflix-clone-zeta-nine.vercel.app/,phishing,Typosquatting
http://mitameskk_8clogunn.godaddysites.com/,phishing,Mixed Content
http://kkscript.com/open/ig/3864372623887397761/DWhAm1WjXOB,phishing,Mixed Content
https://roblox.com.ge/games/606849621/UPD-Jailbreak?privateServerLinkCode=17333892185630170926002621317205,phishing,Typosquatting
https://zulpiyev.github.io/js29/,phishing,Typosquatting
https://www.robiox.com.py/users/323463358661/profile,phishing,Typosquatting
https://kuccoenllogiin.webflow.io/,phishing,Typosquatting
https://josephsaviokav.github.io/Netflix/,phishing,Typosquatting
https://roblox.gs/users/5997992353/profile,phishing,Typosquatting
https://ledger-com-start.vercel.app/,phishing,Typosquatting
https://himani2484.github.io/amazon_clone/,phishing,Typosquatting
https://invoicenotices.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Typosquatting
https://135461223.site/sv/458/e44f214b-73f9-45e0-8ebb-2f43d17fd104/722221/x,phishing,Suspicious TLDs
https://roblox.com.ge/games/14751762996/JAGA-JAGA-ROBLOCKS-QUEEN?privateServerLinkCode=90159241212172745697009764022288,phishing,Typosquatting
https://www.robiox.com.py/users/372564895763/profile,phishing,Typosquatting
https://hero-shanon.github.io/netflix-clone/,phishing,Typosquatting
https://www.roblox.com.bn/games/131623223084840/Escape-Tsunami-For-Brainrots?privateServerLinkCode=80674271570847510930111301270272,phishing,Typosquatting
https://roblox.com.ge/games/131378148336503/MODIF-x-EVENT-UPDATE-Drag-Drive-Simulator?privateServerLinkCode=14466708996407142075998321163891,phishing,Credential Harvesting
https://trkloge23.serv00.net/dkb/login.php,phishing,Credential Harvesting
